latitude,longitude,location name,land price,electricity,notes
33.3585,-111.6589,"Mesa (Northeast), AZ","$140,000-370,000/acre","$0.0761/kWh","{notes:["NTT Global Data Centers presence","Growing tech area","East Valley connectivity"]}"
33.4666,-112.0821,"West Phoenix, AZ","$150,000-400,000/acre","$0.0763/kWh","{notes:["Aligned Data Center presence","Industrial area","Power infrastructure"]}"
33.4357,-112.3480,"Avondale, AZ","$100,000-250,000/acre","$0.0760/kWh","{notes:["Stack Infrastructure presence","West Valley location","Growth corridor"]}"
34.7465,-92.2896,"Little Rock, AR","$40,000-100,000/acre","$0.0773/kWh","{notes:["State capital","Central location","DataPath Data Center presence"]}"
36.0626,-94.1574,"Fayetteville, AR","$50,000-120,000/acre","$0.0784/kWh","{notes:["University resources","Growing tech center","Razorback Data Center presence"]}"
34.7695,-92.2669,"North Little Rock, AR","$35,000-90,000/acre","$0.0773/kWh","{notes:["Adjacent to capital","Industrial areas","Arkansas River location"]}"
35.3859,-94.3985,"Fort Smith, AR","$30,000-80,000/acre","$0.0780/kWh","{notes:["Lower cost alternative","Manufacturing presence","Oklahoma border proximity"]}"
36.3729,-94.2088,"Rogers, AR","$55,000-130,000/acre","$0.0784/kWh","{notes:["Northwest Arkansas corridor","Walmart influence","Business hub"]}"
35.2226,-91.7318,"Searcy, AR","$25,000-70,000/acre","$0.0779/kWh","{notes:["Central Arkansas","Lower costs","Available industrial land"]}"
35.0887,-92.4421,"Conway, AR","$35,000-85,000/acre","$0.0775/kWh","{notes:["University resources","Central location","Technology park"]}"
33.2148,-92.6630,"El Dorado, AR","$20,000-60,000/acre","$0.0782/kWh","{notes:["Southern Arkansas","Oil industry presence","Low land costs"]}"
35.8427,-90.7041,"Jonesboro, AR","$30,000-75,000/acre","$0.0779/kWh","{notes:["Northeast Arkansas","University presence","Manufacturing base"]}"
34.5037,-93.0552,"Hot Springs, AR","$35,000-85,000/acre","$0.0777/kWh","{notes:["Tourism infrastructure","Central Arkansas","Renewable energy potential"]}"
37.3541,-121.9552,"Santa Clara, CA","$2,000,000-5,000,000/acre","$0.1650/kWh","{notes:["Silicon Valley hub","Major data center presence","Multiple carrier options"]}"
37.3394,-121.8950,"San Jose, CA","$1,500,000-4,000,000/acre","$0.1680/kWh","{notes:["Fortune Data Centers presence","Tech ecosystem","Multiple carrier options"]}"
34.0522,-118.2437,"Los Angeles, CA","$1,000,000-3,000,000/acre","$0.1720/kWh","{notes:["CoreSite and Equinix presence","Major connectivity point","Entertainment industry"]}"
38.5816,-121.4944,"Sacramento, CA","$300,000-800,000/acre","$0.1460/kWh","{notes:["RagingWire presence","State capital connectivity","Twitter Data Center nearby"]}"
38.5890,-121.3029,"Rancho Cordova, CA","$250,000-600,000/acre","$0.1460/kWh","{notes:["Sacramento suburb","Business-friendly","Available industrial land"]}"
33.6846,-117.8265,"Irvine, CA","$800,000-2,500,000/acre","$0.1680/kWh","{notes:["SoCal tech center","CloudPort presence","Enterprise zone"]}"
37.5483,-121.9886,"Fremont, CA","$1,000,000-3,000,000/acre","$0.1650/kWh","{notes:["Hurricane Electric presence","East Bay location","Silicon Valley adjacent"]}"
37.7749,-122.4194,"San Francisco, CA","$2,500,000-8,000,000/acre","$0.1690/kWh","{notes:["Fortress Data Centers presence","Tech headquarters location","Financial district"]}"
37.7943,-122.2758,"Oakland, CA","$800,000-2,000,000/acre","$0.1690/kWh","{notes:["Digital Realty presence","SBA Edge presence","East Bay industrial zones"]}"
33.8366,-117.9143,"Anaheim, CA","$600,000-1,500,000/acre","$0.1680/kWh","{notes:["Xyvest Holdings presence","Orange County location","Entertainment industry"]}"
34.0477,-118.2572,"Los Angeles (Downtown), CA","$1,200,000-3,500,000/acre","$0.1720/kWh","{notes:["Digital Realty One Wilshire presence","Major connection point","Carrier hotel"]}"
33.9278,-118.3823,"El Segundo, CA","$800,000-2,000,000/acre","$0.1720/kWh","{notes:["Equinix LA3 presence","Aerospace industry","LAX proximity"]}"
33.8523,-118.3287,"Torrance, CA","$700,000-1,800,000/acre","$0.1720/kWh","{notes:["Cyxtera LAX1 presence","South Bay industrial area","Manufacturing base"]}"
37.3772,-121.9726,"Santa Clara (North), CA","$2,200,000-5,500,000/acre","$0.1650/kWh","{notes:["Digital Realty presence","Power infrastructure","Tech corridor"]}"
37.3842,-121.9750,"Santa Clara (West), CA","$2,100,000-5,200,000/acre","$0.1650/kWh","{notes:["Vantage Data Centers presence","Silicon Valley core","Tech ecosystem"]}"
37.3739,-121.9741,"Santa Clara (Central), CA","$2,200,000-5,400,000/acre","$0.1650/kWh","{notes:["Equinix SV2 presence","Power capacity","Multiple providers"]}"
37.3689,-121.9291,"San Jose (North), CA","$1,700,000-4,200,000/acre","$0.1680/kWh","{notes:["Equinix SV1 presence","Silicon Valley","Corporate campuses"]}"
37.3786,-121.9699,"Santa Clara (East), CA","$2,000,000-5,000,000/acre","$0.1650/kWh","{notes:["NTT Global Data Centers presence","Silicon Valley","Tech corridor"]}"
37.3733,-121.9718,"Santa Clara (South), CA","$2,100,000-5,300,000/acre","$0.1650/kWh","{notes:["CoreSite SV6 presence","Dedicated power infrastructure","Enterprise zone"]}"
37.3382,-121.8863,"San Jose (East), CA","$1,400,000-3,800,000/acre","$0.1680/kWh","{notes:["CoreSite SV1 presence","Silicon Valley access","Industrial zones"]}"
37.3861,-122.0839,"Mountain View, CA","$2,500,000-6,000,000/acre","$0.1650/kWh","{notes:["Layer42 presence","Google headquarters nearby","Tech ecosystem"]}"
38.5813,-121.4942,"Sacramento (Downtown), CA","$350,000-850,000/acre","$0.1460/kWh","{notes:["Datacate presence","State government","Regional hub"]}"
37.7745,-122.4091,"San Francisco (Financial District), CA","$3,000,000-8,500,000/acre","$0.1690/kWh","{notes:["Cyxtera SFO3 presence","Financial district","Cloud connectivity"]}"
37.7631,-122.4584,"San Francisco (Mission Bay), CA","$2,800,000-7,500,000/acre","$0.1690/kWh","{notes:["Pac-12 Enterprises presence","Biotech cluster","Research infrastructure"]}"
33.7701,-118.1937,"Long Beach, CA","$600,000-1,500,000/acre","$0.1720/kWh","{notes:["DataHive LA presence","Port access","Southern California hub"]}"
37.4852,-122.2364,"Redwood City, CA","$1,500,000-4,000,000/acre","$0.1690/kWh","{notes:["Redwood Data Center presence","Peninsula location","Tech corridor"]}"
37.8715,-122.2730,"Berkeley, CA","$1,200,000-3,500,000/acre","$0.1690/kWh","{notes:["BayArea Vault presence","University resources","East Bay alternative"]}"
37.5585,-122.2711,"Foster City, CA","$1,400,000-3,600,000/acre","$0.1690/kWh","{notes:["Redwood Shores DC presence","Peninsula location","Corporate headquarters"]}"
33.6695,-117.8231,"Irvine (South), CA","$750,000-2,300,000/acre","$0.1680/kWh","{notes:["Evoque Data Center presence","Business district","Tech ecosystem"]}"
32.7157,-117.1611,"San Diego, CA","$800,000-2,500,000/acre","$0.1740/kWh","{notes:["ScaleMatrix presence","Biotech industry","Military presence"]}"
32.7167,-117.1612,"San Diego (Downtown), CA","$900,000-2,700,000/acre","$0.1740/kWh","{notes:["Cyxtera SAN1 presence","Urban center","Business district"]}"
32.7156,-117.1617,"San Diego (East Village), CA","$850,000-2,600,000/acre","$0.1740/kWh","{notes:["AIS Lightwave presence","Growing urban area","Tech startups"]}"
40.5865,-122.3917,"Redding, CA","$100,000-250,000/acre","$0.1510/kWh","{notes:["Redwood Tech presence","Northern California","Lower costs than Bay Area"]}"
39.7392,-104.9903,"Denver, CO","$400,000-1,000,000/acre","$0.0885/kWh","{notes:["Major hub","Multiple providers including CoreSite","Business center"]}"
39.7294,-104.8319,"Aurora, CO","$300,000-800,000/acre","$0.0885/kWh","{notes:["Denver suburb","Flexential presence","Eastern expansion area"]}"
39.6478,-104.9878,"Englewood, CO","$350,000-900,000/acre","$0.0885/kWh","{notes:["DataBank presence","Business-friendly","Denver Tech Center"]}"
38.8339,-104.8214,"Colorado Springs, CO","$200,000-500,000/acre","$0.0877/kWh","{notes:["T5 Data Centers","Lower costs than Denver","Military presence"]}"
39.0639,-108.5506,"Grand Junction, CO","$100,000-250,000/acre","$0.0900/kWh","{notes:["Western slope","Good for geographic redundancy","Mesa Data Vault presence"]}"
39.7532,-104.9916,"Denver (Downtown), CO","$450,000-1,100,000/acre","$0.0885/kWh","{notes:["DataBank DEN1 presence","Urban center","Business district"]}"
39.6425,-104.9872,"Englewood (South), CO","$325,000-850,000/acre","$0.0885/kWh","{notes:["DataBank DEN2 presence","Denver Tech Center","Business park"]}"
39.7477,-105.0000,"Denver (West), CO","$400,000-950,000/acre","$0.0885/kWh","{notes:["CoreSite DE2 presence","Urban location","Tech corridor"]}"
39.7533,-104.9973,"Denver (Central), CO","$425,000-1,050,000/acre","$0.0885/kWh","{notes:["STACK INFRASTRUCTURE DEN01 presence","Downtown adjacent","Central location"]}"
39.7563,-105.0010,"Denver (Northwest), CO","$400,000-950,000/acre","$0.0885/kWh","{notes:["Iron Mountain presence","Urban center","Established area"]}"
39.7515,-104.9982,"Denver (Northeast), CO","$425,000-1,000,000/acre","$0.0885/kWh","{notes:["Cyxtera DEN3 presence","Downtown adjacent","Business district"]}"
39.6421,-104.9901,"Englewood (North), CO","$340,000-880,000/acre","$0.0885/kWh","{notes:["Aligned Denver presence","Denver Tech Center","Corporate campus area"]}"
39.7578,-105.0072,"Denver (Far West), CO","$380,000-920,000/acre","$0.0885/kWh","{notes:["EdgeConneX presence","Western edge","Urban location"]}"
39.7348,-104.9935,"Denver (East), CO","$410,000-980,000/acre","$0.0885/kWh","{notes:["EdgeConneX Denver presence","Central location","Urban area"]}"
39.7201,-104.8198,"Aurora (North), CO","$275,000-750,000/acre","$0.0885/kWh","{notes:["Vantage Data Centers presence","Eastern expansion","Ample land"]}"
39.7511,-104.9995,"Denver (CBD), CO","$450,000-1,100,000/acre","$0.0885/kWh","{notes:["Cologix DEN2 presence","Downtown core","Business district"]}"
39.7595,-105.0001,"Denver (Highland), CO","$420,000-980,000/acre","$0.0885/kWh","{notes:["H5 Data Centers presence","Northwest urban area","Growing district"]}"
41.7637,-72.6851,"Hartford, CT","$200,000-500,000/acre","$0.1736/kWh","{notes:["State capital","Insurance industry","Hartford Data Center presence"]}"
41.0534,-73.5387,"Stamford, CT","$600,000-1,500,000/acre","$0.1736/kWh","{notes:["NYC metro access","Financial industry","Corporate headquarters"]}"
41.3083,-72.9279,"New Haven, CT","$150,000-400,000/acre","$0.1736/kWh","{notes:["Yale University","Cloud9 Data presence","I-95 corridor"]}"
41.3497,-72.0790,"Groton, CT","$130,000-350,000/acre","$0.1736/kWh","{notes:["Submarine base","Defense contractors","Coastal location"]}"
41.5583,-73.0389,"Waterbury, CT","$120,000-300,000/acre","$0.1736/kWh","{notes:["Central Connecticut","Industrial base","Available sites"]}"
41.7978,-72.7277,"Farmington, CT","$220,000-550,000/acre","$0.1736/kWh","{notes:["Hartford suburb","Medical research","Corporate presence"]}"
41.1612,-73.2637,"Bridgeport, CT","$130,000-350,000/acre","$0.1736/kWh","{notes:["Largest city","Industrial areas","Long Island Sound access"]}"
41.7982,-72.2537,"Manchester, CT","$180,000-450,000/acre","$0.1736/kWh","{notes:["Hartford suburb","Industrial history","Available land"]}"
41.4204,-72.1023,"Norwich, CT","$100,000-250,000/acre","$0.1736/kWh","{notes:["Eastern Connecticut","Lower costs","Industrial zones"]}"
41.8423,-72.4625,"Vernon, CT","$150,000-350,000/acre","$0.1736/kWh","{notes:["Suburban location","I-84 corridor","Industrial parks"]}"
39.1582,-75.5244,"Dover, DE","$100,000-250,000/acre","$0.0987/kWh","{notes:["State capital","Dover Data Vault presence","Central location"]}"
39.7391,-75.5398,"Wilmington, DE","$200,000-500,000/acre","$0.0987/kWh","{notes:["SecureHost DE presence","Financial industry","Corporate headquarters"]}"
39.6837,-75.7497,"Newark, DE","$150,000-400,000/acre","$0.0987/kWh","{notes:["University of Delaware","Research park","I-95 corridor"]}"
39.4496,-75.7163,"Middletown, DE","$120,000-300,000/acre","$0.0987/kWh","{notes:["Growing suburban area","Land availability","Business-friendly"]}"
39.2732,-75.6013,"Camden, DE","$90,000-230,000/acre","$0.0987/kWh","{notes:["Central Delaware","Lower costs","Available land"]}"
38.9110,-75.4288,"Milford, DE","$80,000-200,000/acre","$0.0987/kWh","{notes:["Southern Delaware","Growth area","Business park"]}"
38.6846,-75.3977,"Georgetown, DE","$85,000-210,000/acre","$0.0987/kWh","{notes:["Sussex County seat","Southern location","Industrial park"]}"
39.6261,-75.6538,"New Castle, DE","$180,000-450,000/acre","$0.0987/kWh","{notes:["Northern Delaware","Industrial areas","Port access"]}"
38.7776,-75.1093,"Lewes, DE","$150,000-400,000/acre","$0.0987/kWh","{notes:["Coastal location","Tourism infrastructure","Eastern site"]}"
38.9109,-75.5277,"Harrington, DE","$70,000-180,000/acre","$0.0987/kWh","{notes:["Central Delaware","Agricultural region","Available land"]}"
25.7617,-80.1918,"Miami, FL","$500,000-2,000,000/acre","$0.0953/kWh","{notes:["Major hub with Equinix","NAP of Americas","Submarine cables"]}"
30.3322,-81.6557,"Jacksonville, FL","$150,000-400,000/acre","$0.0923/kWh","{notes:["HostDime presence","Growing market","CSX Data Center presence"]}"
28.5383,-81.3792,"Orlando, FL","$200,000-600,000/acre","$0.0961/kWh","{notes:["Central location","Tourism infrastructure","HostDime presence"]}"
27.9506,-82.4572,"Tampa, FL","$180,000-500,000/acre","$0.0969/kWh","{notes:["Flexential presence","vXchnge presence","Growing tech center"]}"
28.0395,-81.9498,"Lakeland, FL","$100,000-250,000/acre","$0.0965/kWh","{notes:["CloudHQ presence","Central location","Distribution hub"]}"
30.4383,-84.2807,"Tallahassee, FL","$80,000-200,000/acre","$0.0943/kWh","{notes:["State capital","University research","Government presence"]}"
25.7752,-80.1892,"Miami (Downtown), FL","$600,000-2,200,000/acre","$0.0953/kWh","{notes:["Equinix MI1 presence","Urban center","Financial district"]}"
25.8122,-80.3547,"Doral, FL","$400,000-1,200,000/acre","$0.0953/kWh","{notes:["Cyxtera MIA1 presence","Miami suburb","Business district"]}"
25.7796,-80.1943,"Miami (Brickell), FL","$650,000-2,400,000/acre","$0.0953/kWh","{notes:["NAP of the Americas presence","Financial district","Urban core"]}"
25.7863,-80.2010,"Miami (Wynwood), FL","$550,000-1,800,000/acre","$0.0953/kWh","{notes:["Digital Realty presence","Arts district","Urban renewal"]}"
25.7753,-80.1947,"Miami (Downtown East), FL","$550,000-2,000,000/acre","$0.0953/kWh","{notes:["vXchnge presence","Urban location","Business district"]}"
25.7890,-80.2294,"Miami (Allapattah), FL","$450,000-1,500,000/acre","$0.0953/kWh","{notes:["EdgeConneX presence","Urban industrial","Growing area"]}"
25.7723,-80.1945,"Miami (Brickell South), FL","$600,000-2,100,000/acre","$0.0953/kWh","{notes:["ColoHouse presence","Financial district","Urban core"]}"
26.2712,-80.2706,"Coral Springs, FL","$250,000-700,000/acre","$0.0953/kWh","{notes:["QTS presence","Northern suburb","Business friendly"]}"
27.9661,-82.4526,"Tampa (Downtown), FL","$200,000-600,000/acre","$0.0969/kWh","{notes:["Peak 10 + ViaWest presence","Urban center","Business district"]}"
27.9540,-82.4572,"Tampa (Ybor City), FL","$180,000-550,000/acre","$0.0969/kWh","{notes:["Flexential presence","Historic district","Urban location"]}"
27.9620,-82.4516,"Tampa (Channel District), FL","$190,000-570,000/acre","$0.0969/kWh","{notes:["vXchnge presence","Urban renewal","Port adjacent"]}"
26.6406,-81.8723,"Fort Myers, FL","$120,000-300,000/acre","$0.0965/kWh","{notes:["Citrus DataCenter presence","Southwest Florida","Growth area"]}"
28.3968,-80.6057,"Cape Canaveral, FL","$150,000-350,000/acre","$0.0962/kWh","{notes:["Space Coast DC presence","Aerospace industry","Eastern coastal location"]}"
33.7490,-84.3880,"Atlanta, GA","$300,000-1,000,000/acre","$0.0938/kWh","{notes:["Major hub with QTS","Digital Realty","Multiple providers"]}"
33.7458,-84.7498,"Douglasville, GA","$150,000-400,000/acre","$0.0938/kWh","{notes:["NTT Global Data Centers presence","Western Atlanta suburbs","Growing area"]}"
34.0754,-84.2941,"Alpharetta, GA","$250,000-700,000/acre","$0.0938/kWh","{notes:["Technology corridor","Northern Atlanta suburbs","Corporate campuses"]}"
32.0809,-81.0912,"Savannah, GA","$120,000-300,000/acre","$0.0943/kWh","{notes:["Port city","Golden Isles Data presence","Coastal location"]}"
32.8407,-83.6324,"Macon, GA","$70,000-180,000/acre","$0.0943/kWh","{notes:["Central Georgia","Peach State DC presence","Logistics hub"]}"
33.7877,-84.4097,"Atlanta (West Midtown), GA","$350,000-950,000/acre","$0.0938/kWh","{notes:["QTS Atlanta-Metro presence","Urban location","Tech corridor"]}"
33.7564,-84.3915,"Atlanta (Downtown), GA","$400,000-1,200,000/acre","$0.0938/kWh","{notes:["Digital Realty 56 Marietta presence","Urban core","Business district"]}"
33.7562,-84.3913,"Atlanta (South Downtown), GA","$380,000-1,100,000/acre","$0.0938/kWh","{notes:["Cyber Wurx 55 Marietta presence","Urban center","Business district"]}"
33.7580,-84.3882,"Atlanta (Peachtree Center), GA","$450,000-1,300,000/acre","$0.0938/kWh","{notes:["Equinix AT1 presence","Business district","Urban core"]}"
33.8894,-84.4340,"Atlanta (Northside), GA","$300,000-850,000/acre","$0.0938/kWh","{notes:["Switch ATLANTA presence","Northern suburb","Business district"]}"
33.7859,-84.3968,"Atlanta (Midtown), GA","$400,000-1,200,000/acre","$0.0938/kWh","{notes:["DataBank ATL1 presence","Urban center","Tech corridor"]}"
33.9519,-83.3576,"Athens, GA","$90,000-220,000/acre","$0.0943/kWh","{notes:["University resources","Northeast Georgia","Research capabilities"]}"
34.2257,-84.1202,"Canton, GA","$120,000-300,000/acre","$0.0938/kWh","{notes:["Northern metro Atlanta","Growth corridor","Affordable land"]}"
32.5426,-84.9474,"Columbus, GA","$70,000-180,000/acre","$0.0943/kWh","{notes:["Western Georgia","Military presence","Industrial areas"]}"
33.5186,-84.3543,"McDonough, GA","$100,000-250,000/acre","$0.0938/kWh","{notes:["Southern metro Atlanta","Logistics hub","Distribution center"]}"
33.9526,-83.9865,"Lawrenceville, GA","$150,000-350,000/acre","$0.0938/kWh","{notes:["Northeast metro Atlanta","Growth area","Business friendly"]}"
21.3069,-157.8583,"Honolulu, HI","$1,000,000-3,000,000/acre","$0.3050/kWh","{notes:["DRFortress presence","Submarine cable landing sites","Pacific connectivity"]}"
19.6400,-155.9969,"Kailua-Kona, HI","$500,000-1,200,000/acre","$0.3150/kWh","{notes:["Big Island","Natural cooling from elevation","Tourism infrastructure"]}"
20.8893,-156.4729,"Kahului, HI","$600,000-1,500,000/acre","$0.3100/kWh","{notes:["Maui location","Diversification from Oahu","Growth area"]}"
21.3094,-157.8615,"Honolulu (Downtown), HI","$1,200,000-3,500,000/acre","$0.3050/kWh","{notes:["Hawaiian Telcom Data Center presence","Business district","Urban core"]}"
22.0881,-159.3380,"Lihue, HI","$400,000-1,000,000/acre","$0.3200/kWh","{notes:["Kauai location","Geographic diversity","Tourism infrastructure"]}"
21.4513,-158.0172,"Kapolei, HI","$800,000-2,000,000/acre","$0.3050/kWh","{notes:["Oahu second city","Industrial areas","Growing business center"]}"
43.6150,-116.2023,"Boise, ID","$150,000-400,000/acre","$0.0768/kWh","{notes:["ViaWest presence","Growing tech sector","State capital"]}"
43.4917,-112.0380,"Idaho Falls, ID","$80,000-200,000/acre","$0.0729/kWh","{notes:["Idaho National Laboratory","Cheaper power","Eastern Idaho hub"]}"
47.6777,-116.7805,"Coeur d'Alene, ID","$100,000-250,000/acre","$0.0768/kWh","{notes:["Coeur d'Alene Data Exchange","Growing tech region","Northern location"]}"
42.5630,-114.4608,"Twin Falls, ID","$60,000-150,000/acre","$0.0750/kWh","{notes:["Southern Idaho College","Agricultural center","Available land"]}"
43.8232,-111.7900,"Rexburg, ID","$50,000-130,000/acre","$0.0729/kWh","{notes:["Eastern Idaho","University presence","Lower costs"]}"
43.5407,-116.5634,"Nampa, ID","$120,000-300,000/acre","$0.0768/kWh","{notes:["Boise metro area","Industrial zones","Lower cost alternative"]}"
42.8621,-112.4455,"Pocatello, ID","$60,000-140,000/acre","$0.0749/kWh","{notes:["Southeast Idaho","University presence","Rail hub"]}"
46.4166,-117.0246,"Lewiston, ID","$50,000-120,000/acre","$0.0758/kWh","{notes:["Northern Idaho","Port access","Industrial history"]}"
43.6135,-116.3931,"Meridian, ID","$130,000-350,000/acre","$0.0768/kWh","{notes:["Boise suburb","Fastest growing city","Business friendly"]}"
44.9199,-116.0965,"McCall, ID","$80,000-200,000/acre","$0.0768/kWh","{notes:["Mountain location","Natural cooling","Resort area"]}"
41.8781,-87.6298,"Chicago, IL","$400,000-1,500,000/acre","$0.0936/kWh","{notes:["Major hub with Digital Realty","350 E Cermak","Multiple providers"]}"
41.7606,-88.3201,"Aurora, IL","$200,000-500,000/acre","$0.0936/kWh","{notes:["CyrusOne Chicago presence","Western suburb","Data center corridor"]}"
42.0066,-87.9989,"Elk Grove Village, IL","$300,000-800,000/acre","$0.0936/kWh","{notes:["Equinix CH3 presence","O'Hare proximity","Industrial park"]}"
39.7817,-89.6501,"Springfield, IL","$60,000-150,000/acre","$0.0922/kWh","{notes:["State capital","Prairie Data Center presence","Central Illinois"]}"
40.6936,-89.5890,"Peoria, IL","$50,000-120,000/acre","$0.0922/kWh","{notes:["Heartland Tech presence","Central Illinois","River location"]}"
41.8623,-87.6312,"Chicago (South Loop), IL","$450,000-1,700,000/acre","$0.0936/kWh","{notes:["CoreSite CH1 presence","Urban location","Carrier hotel"]}"
41.8406,-87.6240,"Chicago (South Side), IL","$300,000-1,200,000/acre","$0.0936/kWh","{notes:["QTS Chicago presence","Urban industrial","Affordable land"]}"
41.9723,-87.9833,"Wood Dale, IL","$250,000-650,000/acre","$0.0936/kWh","{notes:["Element Critical presence","Northwest suburb","O'Hare proximity"]}"
41.8875,-88.2008,"West Chicago, IL","$180,000-450,000/acre","$0.0936/kWh","{notes:["Aligned Data Centers presence","Western suburb","Available land"]}"
41.8514,-87.9422,"Oak Brook, IL","$350,000-850,000/acre","$0.0936/kWh","{notes:["Evoque Data Center presence","Western suburb","Business hub"]}"
41.9294,-87.8653,"Franklin Park, IL","$220,000-550,000/acre","$0.0936/kWh","{notes:["Digital Realty presence","Industrial area","O'Hare proximity"]}"
41.8874,-87.6316,"Chicago (West Loop), IL","$500,000-1,800,000/acre","$0.0936/kWh","{notes:["Cyxtera CH2 presence","Urban center","Business district"]}"
41.8781,-87.6338,"Chicago (The Loop), IL","$600,000-2,000,000/acre","$0.0936/kWh","{notes:["ServerCentral Turing Group presence","Downtown core","Financial district"]}"
40.4731,-88.9937,"Bloomington, IL","$70,000-170,000/acre","$0.0925/kWh","{notes:["Central Illinois","Insurance industry","University presence"]}"
42.2711,-89.0940,"Rockford, IL","$50,000-120,000/acre","$0.0936/kWh","{notes:["Northern Illinois","Manufacturing base","Available industrial land"]}"
38.5816,-89.9907,"East St. Louis, IL","$30,000-80,000/acre","$0.0922/kWh","{notes:["St. Louis metro area","Low cost alternative","Available land"]}"
42.1231,-87.7992,"Northbrook, IL","$400,000-900,000/acre","$0.0936/kWh","{notes:["Northern suburb","Corporate headquarters","Affluent area"]}"
41.5250,-88.0817,"Joliet, IL","$120,000-300,000/acre","$0.0936/kWh","{notes:["Southwestern suburb","Industrial base","Intermodal hub"]}"
